Year,App.,Family,Taxon,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2007,I,Elephantidae,Loxodonta africana,FR,GA,,29,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,FR,GA,,,2,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,FR,GA,,,8,tusks,,P,W
2007,I,Elephantidae,Loxodonta africana,FR,JP,XX,1,1,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,FR,JP,XX,56,77,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,FR,MZ,,,6,tusks,,H,W
2007,I,Elephantidae,Loxodonta africana,FR,NZ,XX,,1,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,FR,US,XX,,1,ivory carvings,,E,U
2007,I,Elephantidae,Loxodonta africana,FR,US,XX,1,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,FR,US,XX,23,80,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,FR,US,XX,1,,ivory pieces,,P,O
2007,I,Elephantidae,Loxodonta africana,FR,ZA,CD,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,FR,ZA,CI,1,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,FR,ZA,ZM,2,2,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,FR,ZM,,,6,tusks,,H,W
2007,I,Elephantidae,Loxodonta africana,FR,ZM,,2,,tusks,,P,W
2007,I,Elephantidae,Loxodonta africana,GA,CI,,,32,tusks,kg,P,W
2007,I,Elephantidae,Loxodonta africana,GB,AU,XX,1,14,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,GB,AU,XX,2,2,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,GB,AU,XX,2,3,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,GB,CA,XX,,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,GB,CA,XX,69,15,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,GB,CH,XX,1,4,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,GB,CN,XX,,1,ivory carvings,pairs,Q,O
2007,I,Elephantidae,Loxodonta africana,GB,CN,XX,3,1,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,GB,HK,XX,3,3,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,GB,IL,,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,GB,JE,XX,108,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,GB,JE,XX,22,,ivory carvings,,T,U
2007,I,Elephantidae,Loxodonta africana,GB,JP,XX,1,1,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,GB,JP,XX,1,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,GB,KE,ET,1,1,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,GB,KE,,1,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,GB,MX,XX,,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,GB,MX,XX,1,,ivory carvings,,T,U
2007,I,Elephantidae,Loxodonta africana,GB,NZ,XX,,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,GB,NZ,XX,,2,ivory carvings,,P,U
2007,I,Elephantidae,Loxodonta africana,GB,NZ,XX,,26,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,GB,NZ,XX,1,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,GB,NZ,XX,,1,ivory carvings,,T,W
2007,I,Elephantidae,Loxodonta africana,GB,SG,XX,,2,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,GB,TZ,,2,,tusks,,H,W
2007,I,Elephantidae,Loxodonta africana,GB,US,XX,,2,ivory carvings,sets,P,O
2007,I,Elephantidae,Loxodonta africana,GB,US,XX,,1,ivory carvings,sets,P,W
2007,I,Elephantidae,Loxodonta africana,GB,US,XX,,1,ivory carvings,sets,T,O
2007,I,Elephantidae,Loxodonta africana,GB,US,XX,,4,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,GB,US,XX,,22,ivory carvings,,E,W
2007,I,Elephantidae,Loxodonta africana,GB,US,XX,56,4,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,GB,US,XX,,52,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,GB,US,XX,26,1,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,GB,US,XX,844,698,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,GB,UY,XX,3,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,GB,UY,,,3,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,GB,ZA,TZ,,2,tusks,,H,W
2007,I,Elephantidae,Loxodonta africana,GB,ZA,XX,2,5,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,GB,ZA,XX,3,,tusks,,T,O
2007,I,Elephantidae,Loxodonta africana,GB,ZA,,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,GB,ZM,,2,2,tusks,,H,W
2007,I,Elephantidae,Loxodonta africana,GR,US,XX,7,7,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,GR,US,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,HK,AU,XX,,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,HK,AU,XX,1,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,HK,CA,XX,11,6,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,HK,CH,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,HK,DE,XX,1010.22,,ivory scraps,kg,T,O
2007,I,Elephantidae,Loxodonta africana,HK,GB,XX,,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,HK,GB,XX,43,26,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,HK,US,XX,62,63,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,HU,JP,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,ID,JP,XX,,32,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,IL,GB,XX,,1,ivory carvings,,P,U
2007,I,Elephantidae,Loxodonta africana,IL,GB,XX,,2,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,IL,US,XX,,1,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,IN,DE,XX,,2,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,IS,CH,XX,16,,ivory carvings,,E,I
2007,I,Elephantidae,Loxodonta africana,IS,CH,XX,,19,ivory carvings,,T,I
2007,I,Elephantidae,Loxodonta africana,IS,ZA,XX,1,,tusks,,P,O
2007,I,Elephantidae,Loxodonta africana,IT,MZ,,,2,tusks,,H,W
2007,I,Elephantidae,Loxodonta africana,IT,US,CG,1,,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,IT,US,XX,1,,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,IT,US,XX,,1,ivory carvings,,E,U
2007,I,Elephantidae,Loxodonta africana,IT,US,XX,,6,ivory carvings,,E,W
2007,I,Elephantidae,Loxodonta africana,IT,US,XX,5,,ivory carvings,,Q,W
2007,I,Elephantidae,Loxodonta africana,IT,US,XX,9,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,IT,US,XX,1,,ivory carvings,,T,W
2007,I,Elephantidae,Loxodonta africana,JP,AT,XX,,1,ivory carvings,sets,P,O
2007,I,Elephantidae,Loxodonta africana,JP,AT,XX,1,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,JP,CA,XX,,2,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,JP,CH,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,JP,DE,XX,,1,ivory carvings,sets,P,O
2007,I,Elephantidae,Loxodonta africana,JP,DE,XX,,77,ivory carvings,sets,T,O
2007,I,Elephantidae,Loxodonta africana,JP,DE,XX,1,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,JP,DE,XX,87,2,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,JP,FR,XX,,1,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,JP,FR,XX,1,,tusks,,Q,O
2007,I,Elephantidae,Loxodonta africana,JP,GB,XX,4,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,JP,GB,XX,1,1,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,JP,GB,XX,11,6,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,JP,IT,XX,2,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,JP,NL,XX,1,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,JP,NZ,XX,1,,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,JP,NZ,XX,,2,ivory carvings,,Q,W
2007,I,Elephantidae,Loxodonta africana,JP,ZA,AO,1,,tusks,,T,O
2007,I,Elephantidae,Loxodonta africana,JP,ZA,ZM,6,,tusks,,T,O
2007,I,Elephantidae,Loxodonta africana,KE,GB,NA,1,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,KR,AT,XX,,1,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,KR,CH,XX,,1,ivory carvings,sets,T,O
2007,I,Elephantidae,Loxodonta africana,KR,CH,XX,1,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,KR,DE,XX,,1,ivory carvings,sets,T,O
2007,I,Elephantidae,Loxodonta africana,KW,US,XX,,2,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,LI,FR,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,LI,US,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,LK,MW,,,1,ivory carvings,,P,I
2007,I,Elephantidae,Loxodonta africana,LY,AE,XX,,22,ivory carvings,,E,W
2007,I,Elephantidae,Loxodonta africana,LY,AE,XX,23,,ivory carvings,,T,W
2007,I,Elephantidae,Loxodonta africana,MA,CI,,6,,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,MA,CI,,,4.5,ivory pieces,kg,P,W
2007,I,Elephantidae,Loxodonta africana,MA,CI,,,59.4,tusks,kg,P,W
2007,I,Elephantidae,Loxodonta africana,MA,CI,,4,,tusks,,P,W
2007,I,Elephantidae,Loxodonta africana,MQ,CI,,5,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,MQ,CI,,,15.95,ivory pieces,kg,P,W
2007,I,Elephantidae,Loxodonta africana,MU,CH,XX,,1,ivory carvings,sets,T,O
2007,I,Elephantidae,Loxodonta africana,MU,IT,XX,,2,tusks,,P,O
2007,I,Elephantidae,Loxodonta africana,MX,FR,XX,2,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,MX,FR,XX,,2,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,MX,GB,XX,,1,ivory carvings,,P,U
2007,I,Elephantidae,Loxodonta africana,MX,MZ,,7,4,tusks,,H,W
2007,I,Elephantidae,Loxodonta africana,MX,TZ,,14,,tusks,,H,W
2007,I,Elephantidae,Loxodonta africana,MX,US,XX,1,1,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,MX,US,XX,,2,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,MX,US,XX,5,,ivory carvings,,T,W
2007,I,Elephantidae,Loxodonta africana,MX,ZM,,6,2,tusks,,H,W
2007,I,Elephantidae,Loxodonta africana,NC,ZA,ZW,2,,tusks,,P,W
2007,I,Elephantidae,Loxodonta africana,NL,US,XX,,2,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,NL,US,XX,,3,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,NZ,AU,CG,,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,NZ,AU,XX,,8,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,NZ,AU,XX,1,,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,NZ,CA,,,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,NZ,FR,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,NZ,GB,XX,35,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,NZ,GB,XX,1,,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,NZ,GB,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,NZ,US,XX,,1,ivory carvings,sets,P,U
2007,I,Elephantidae,Loxodonta africana,NZ,ZA,,1,,ivory carvings,,P,I
2007,I,Elephantidae,Loxodonta africana,PL,CA,XX,1,,ivory carvings,sets,T,O
2007,I,Elephantidae,Loxodonta africana,PL,CA,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,PT,MZ,,12,14,tusks,,H,W
2007,I,Elephantidae,Loxodonta africana,PT,TZ,,2,,tusks,,H,W
2007,I,Elephantidae,Loxodonta africana,PT,US,XX,,10,ivory carvings,,E,U
2007,I,Elephantidae,Loxodonta africana,PT,US,XX,8,,ivory pieces,,E,O
2007,I,Elephantidae,Loxodonta africana,QA,GB,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,QA,GR,EG,,1,tusks,,E,O
2007,I,Elephantidae,Loxodonta africana,QA,US,XX,,2,ivory carvings,sets,T,O
2007,I,Elephantidae,Loxodonta africana,QA,US,XX,,1,ivory pieces,,P,U
2007,I,Elephantidae,Loxodonta africana,RU,AT,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,RU,AU,XX,,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,RU,DE,XX,,1,ivory carvings,sets,T,O
2007,I,Elephantidae,Loxodonta africana,RU,DE,XX,,7,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,RU,FR,XX,,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,RU,FR,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,RU,GB,XX,,19,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,RU,GB,XX,,45,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,RU,NZ,XX,,10,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,RU,NZ,XX,,1,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,RU,TZ,,6,,tusks,,H,F
2007,I,Elephantidae,Loxodonta africana,RU,US,XX,,4,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,RU,UY,,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,SA,GB,XX,,4,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,SA,KE,,4,4,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,SD,GB,XX,,8,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,SE,TZ,,2,,tusks,,H,W
2007,I,Elephantidae,Loxodonta africana,SG,FR,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,SG,GB,XX,,5,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,SG,JP,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,SG,US,XX,,3,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,SY,US,XX,,1,ivory carvings,sets,T,O
2007,I,Elephantidae,Loxodonta africana,TR,CH,XX,,1,ivory carvings,sets,T,O
2007,I,Elephantidae,Loxodonta africana,TR,FR,XX,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,TW,FR,XX,,3,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,TW,GB,XX,,81,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,TW,JP,XX,,1,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,UA,GB,XX,,12,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,UA,GB,XX,,6,ivory carvings,,P,U
2007,I,Elephantidae,Loxodonta africana,UA,GB,XX,,19,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,UA,ZM,,4,6,tusks,,H,W
2007,I,Elephantidae,Loxodonta africana,US,AE,XX,1,,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,US,AR,XX,4,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,AT,XX,2,1,ivory carvings,sets,P,O
2007,I,Elephantidae,Loxodonta africana,US,AT,XX,,60,ivory carvings,sets,T,O
2007,I,Elephantidae,Loxodonta africana,US,AT,XX,,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,AT,XX,58,3,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,AU,XX,,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,AU,ZA,1,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,BE,CD,,1,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,US,BE,CD,,8,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,BE,CD,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,BE,CG,1,,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,US,BE,CG,8,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,BE,XX,4,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,BI,XX,18,,ivory carvings,,P,I
2007,I,Elephantidae,Loxodonta africana,US,BI,XX,1,,ivory carvings,,T,I
2007,I,Elephantidae,Loxodonta africana,US,BR,ZA,10,,ivory carvings,,P,I
2007,I,Elephantidae,Loxodonta africana,US,CA,XX,5,,ivory carvings,sets,P,O
2007,I,Elephantidae,Loxodonta africana,US,CA,XX,,7,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,CA,XX,2,,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,US,CA,XX,5,,ivory carvings,,T,I
2007,I,Elephantidae,Loxodonta africana,US,CA,XX,12,58,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,CA,ZA,88,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,CA,,,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,CA,,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,CH,CG,3,,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,US,CH,CG,,3,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,CH,XX,1,1,ivory carvings,sets,T,O
2007,I,Elephantidae,Loxodonta africana,US,CH,XX,1,5,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,CI,,3,,ivory carvings,,P,I
2007,I,Elephantidae,Loxodonta africana,US,CN,XX,2,,ivory carvings,,T,I
2007,I,Elephantidae,Loxodonta africana,US,DE,XX,2,4,ivory carvings,sets,P,O
2007,I,Elephantidae,Loxodonta africana,US,DE,XX,1,,ivory carvings,sets,P,U
2007,I,Elephantidae,Loxodonta africana,US,DE,XX,,7,ivory carvings,sets,T,O
2007,I,Elephantidae,Loxodonta africana,US,DE,XX,5,,ivory carvings,,E,U
2007,I,Elephantidae,Loxodonta africana,US,DE,XX,1,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,DE,XX,,6,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,US,DE,XX,50,,ivory carvings,,T,I
2007,I,Elephantidae,Loxodonta africana,US,DE,XX,6,8,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,DE,XX,7,,ivory carvings,,T,U
2007,I,Elephantidae,Loxodonta africana,US,DE,XX,1,,tusks,,E,U
2007,I,Elephantidae,Loxodonta africana,US,DE,ZA,1,,ivory carvings,sets,P,O
2007,I,Elephantidae,Loxodonta africana,US,DK,BJ,,4,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,US,DK,LR,3,,tusks,,P,W
2007,I,Elephantidae,Loxodonta africana,US,DK,NG,,2,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,US,DK,SL,,1,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,US,DK,XX,1,,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,US,DK,XX,,1,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,US,DK,,,3,tusks,,P,O
2007,I,Elephantidae,Loxodonta africana,US,FI,XX,,1,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,US,FI,XX,1,,ivory carvings,,E,U
2007,I,Elephantidae,Loxodonta africana,US,FR,CD,,4,ivory carvings,kg,T,O
2007,I,Elephantidae,Loxodonta africana,US,FR,TZ,,2,tusks,,P,W
2007,I,Elephantidae,Loxodonta africana,US,FR,XX,,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,FR,XX,53,,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,US,FR,XX,9,13,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,FR,XX,,1,ivory pieces,,P,O
2007,I,Elephantidae,Loxodonta africana,US,FR,XX,1,1,ivory pieces,,T,O
2007,I,Elephantidae,Loxodonta africana,US,GB,NA,40,,ivory carvings,,P,U
2007,I,Elephantidae,Loxodonta africana,US,GB,NA,52,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,GB,NA,2,,ivory pieces,,P,U
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,1,,ivory carvings,sets,P,O
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,1,,ivory carvings,sets,P,U
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,1,,ivory carvings,sets,T,O
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,6,,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,5,,ivory carvings,,E,U
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,23,,ivory carvings,,P,I
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,67,7,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,690,229,ivory carvings,,P,U
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,177,,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,4,,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,1,5,ivory carvings,,Q,U
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,,5,ivory carvings,,T,C
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,,1,ivory carvings,,T,I
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,968,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,22,2518,ivory carvings,,T,U
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,1,,ivory pieces,,E,U
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,1,,ivory pieces,,P,U
2007,I,Elephantidae,Loxodonta africana,US,GB,XX,,32,ivory pieces,,T,U
2007,I,Elephantidae,Loxodonta africana,US,GB,ZA,14,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,GF,XX,1,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,GH,,13,,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,US,GR,EG,,3,tusks,,E,O
2007,I,Elephantidae,Loxodonta africana,US,HK,XX,150,,ivory pieces,,L,I
2007,I,Elephantidae,Loxodonta africana,US,IE,XX,20,,ivory pieces,,P,U
2007,I,Elephantidae,Loxodonta africana,US,IL,XX,1,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,IL,,,1,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,IT,CG,1,,ivory carvings,,E,U
2007,I,Elephantidae,Loxodonta africana,US,IT,XX,2,3,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,US,IT,XX,1,,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,US,JO,XX,1,,tusks,,P,I
2007,I,Elephantidae,Loxodonta africana,US,JP,XX,,12,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,KE,NA,,3,ivory carvings,,S,W
2007,I,Elephantidae,Loxodonta africana,US,LB,XX,2,,tusks,,P,I
2007,I,Elephantidae,Loxodonta africana,US,MA,CG,,4,tusks,,P,W
2007,I,Elephantidae,Loxodonta africana,US,MX,KE,,1,tusks,,P,O
2007,I,Elephantidae,Loxodonta africana,US,MX,XX,,1,ivory carvings,sets,P,O
2007,I,Elephantidae,Loxodonta africana,US,MX,XX,,1,ivory carvings,,E,W
2007,I,Elephantidae,Loxodonta africana,US,MX,XX,2,,ivory carvings,,Q,O
2007,I,Elephantidae,Loxodonta africana,US,MX,XX,3,,ivory carvings,,T,W
2007,I,Elephantidae,Loxodonta africana,US,MZ,,6,,ivory pieces,,P,I
2007,I,Elephantidae,Loxodonta africana,US,NA,XX,5,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,NG,XX,6,,ivory carvings,,P,I
2007,I,Elephantidae,Loxodonta africana,US,NG,XX,4,,ivory carvings,,T,I
2007,I,Elephantidae,Loxodonta africana,US,NG,,17,,ivory carvings,,P,I
2007,I,Elephantidae,Loxodonta africana,US,NG,,5,,tusks,,P,I
2007,I,Elephantidae,Loxodonta africana,US,NL,XX,3,,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,US,NL,XX,4,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,NZ,XX,,2,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,US,NZ,ZA,14,,ivory pieces,,P,W
2007,I,Elephantidae,Loxodonta africana,US,OM,XX,2,,ivory carvings,,P,I
2007,I,Elephantidae,Loxodonta africana,US,PH,XX,1,,ivory carvings,,P,I
2007,I,Elephantidae,Loxodonta africana,US,PH,XX,1,,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,US,PL,XX,,1,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,PT,AO,2,,ivory carvings,,P,W
2007,I,Elephantidae,Loxodonta africana,US,PT,AO,,2,ivory pieces,,P,O
2007,I,Elephantidae,Loxodonta africana,US,PT,XX,6,,ivory carvings,,E,O
2007,I,Elephantidae,Loxodonta africana,US,PT,XX,4,,ivory carvings,,E,U
2007,I,Elephantidae,Loxodonta africana,US,PT,XX,15,,ivory carvings,,P,O
2007,I,Elephantidae,Loxodonta africana,US,PT,XX,,10,ivory pieces,,E,O
2007,I,Elephantidae,Loxodonta africana,US,PT,XX,,15,ivory pieces,,P,O
2007,I,Elephantidae,Loxodonta africana,US,RU,NG,4,,ivory carvings,,P,I
2007,I,Elephantidae,Loxodonta africana,US,SE,XX,1,,ivory carvings,,T,O
2007,I,Elephantidae,Loxodonta africana,US,TZ,,2,,tusks,,H,I
2007,I,Elephantidae,Loxodonta africana,US,TZ,,3,,tusks,,H,W
2007,I,Elephantidae,Loxodonta africana,US,UG,XX,1,,tusks,,T,I
2007,I,Elephantidae,Loxodonta africana,US,UY,,,1,ivory carvings,,P,O
